web-scraper-order,web-scraper-start-url,restaurant_name,lunch_price,lunch_menu,dinner_price,dinner_menu
"1529980372-303","https://www.toronto.ca/explore-enjoy/festivals-events/summerlicious/summerlicious-restaurants-menus/?view=tabList","Los Colibris","null","null","$43 Dinner","$43 DinnerPlus taxes and gratuityappetizerAbacore Tuna Tiradito
Watermelon, arbol pepper, lemon, cucumber, corn and taro chips
or
Ensalada De Col Rizada
Baby kale, candied ginger, panela cheese, compress cucumber, candied pecans with mango, cilantro and pineapple dressing
or
Pozole Rojo
Pork shoulder, guajillo broth, hominy corn, lime, oregano, macha oil
main
Albondigas De Pollo En Mole De Cacahuate
Chicken-mushroom meat ball, peanut mole, green seasonal vegetables, crispy chicken skin
or
Sopa Seca
Fideos, tomato and cilantro, broccoli, cauliflower, seared mushrooms finished with crema, queso fresco, arbol pepper with peanut oil
or
Torta Ahogada
Bolillo bread, pork carnitas, mayo, black beans, guajillo-arbol sauce, crema, cotija, cilantro
desserts
Flan De Dulce De Leche
Dulce de leche custard, profiteroles, brandy snap, raspberry gel, nutella, candied hazelnuts and caramel sauce
or
Churros
Mexican doughnut with homemade coconut sorbet and chocolate sauce
or
Helados y Nieves
Homemade ice cream and sorbet selection"
"1529980372-280","https://www.toronto.ca/explore-enjoy/festivals-events/summerlicious/summerlicious-restaurants-menus/?view=tabList","Jump","$28 Lunch","$28 LunchPlus taxes and gratuityappetizerCHILLED PEACH & ONTARIO CORN SOUP (vegetarian/local)
toasted almonds, herb pesto, pickled chilies
or
TOMATO & STRACCIATELLA CHEESE BRUSCHETTA (vegetarian/local)
sourdough bread crostini, basil aïoli, arugula
or
JUMP CAESAR
kale, romaine, double-smoked bacon, Parmesan focaccia croutons
or
CURED ALBACORE TUNA & BROCCOLI SALAD (local)
Treviso, sweet soy sesame dressing, sour cherries, baby radish
main
SEMOLINA-CRUSTED VEAL SCALOPPINI (local)
crispy Yukon Gold potatoes, green beans, edamame, lemon caper sauce
or
LOBSTER & SALMON BURGER  (local)
pain au lait, lobster aïoli, dill crème fraîche, taro chips
or
CITRUS-MARINATED GRILLED CHICKEN (local)
chickpea and zucchini salad, feta green goddess sauce, pickled cucumber
or
CRISPY POTATO GNOCCHI (vegetarian)
heirloom tomato fondue, mushy peas, smoked cheddar
desserts
FLOURLESS CHOCOLATE BROWNIE
chocolate mousse, marshmallow anglaise, graham cracker
ot
ONTARIO STRAWBERRIES & CREAM (vegetarian/local)
whipped lemon mascarpone cheese, white chocolate crumbs, basil gel
or
COCONUT & TARO PUDDING (vegan)
rum-soaked grilled pineapple, lime tapioca pearls","$43 Dinner","$43 DinnerPlus taxes and gratuityappetizerCHILLED PEACH & ONTARIO CORN SOUP (local)
baby shrimp, toasted almonds, herb pesto, pickled chilies
or
TOMATO & STRACCIATELLA BRUSCHETTA (vegetarian/local)
potato bread crostini, basil aïoli, green olive tapenade
or
JUMP CAESAR
kale, romaine, double-smoked bacon, Parmesan focaccia croutons
or
CURED ALBACORE TUNA & BROCCOLI SALAD (local)
candied walnuts, sweet soy sesame dressing, sour cherries, baby radish
main
CAJUN-RUBBED BEEF TRI-TIP(local)
goat cheese mashed potatoes, grilled asparagus, wild berry jus
or
GRILLED PIRI PIRI HALF CHICKEN (local)
roasted paprika potatoes, charred broccolini, feta green goddess sauce
or
DILL-MARINATED RAINBOW TROUT (local)
lobster and shellfish bisque, Prairie grains, grilled zucchini, fennel slaw
or
CRISPY GNOCCHI & MAPLE-CURED PORK BELLY (local)
heirloom tomato fondue, mushy peas, smoked cheddar
or
SMOKED TOFU TOSTADA (vegan)
refried beans, guacamole, green tomato salsa, lime sour cream, pico di gallo
desserts
FLOURLESS CHOCOLATE BROWNIE
chocolate mousse, marshmallow anglaise, graham cracker
or
ONTARIO STRAWBERRIES & CREAM (vegetarian/local)
whipped lemon mascarpone cheese, white chocolate crumbs, basil gel
or
COCONUT & TARO PUDDING (vegan)
rum-soaked grilled pineapple, lime tapioca pearls"
"1529980372-256","https://www.toronto.ca/explore-enjoy/festivals-events/summerlicious/summerlicious-restaurants-menus/?view=tabList","F'Amelia","null","null","$43 Dinner","$43 DinnerPlus taxes and gratuityappetizerArugula Salad   (can be made vegan)
or
Fig Salad  (can be made vegan)
with chevré, pickled honey mushrooms & vincotto
or
Scallop Ceviché
with grapefruit, breakfast radish & basil oil
main
Choice of Any Pizza
or
Baked Lasagna
or
Wild Mushroom Risotto  (can be made vegan)
with truffle oil & pecorino
or
Vanilla Butter Poached Halibut
with roasted vegetables & salsa verde
or
Osso Bucco
with creamy polenta
desserts
Tiramisu
or
Blackberry Granita  (vegan)
or
Crème Caramel  (vegetarian)"
"1529980372-213","https://www.toronto.ca/explore-enjoy/festivals-events/summerlicious/summerlicious-restaurants-menus/?view=tabList","Bannock","$23 Lunch","$23 LunchPlus taxes and gratuityappetizerCHILLED TOMATO GAZPACHO (vegetarian/local)
avocado, bannock bits
or
FIELD BEAN + SESAME SALAD (vegan/local)
radish, shallot, chickpeas
or
BANNOCK CAESAR SALAD (local)
kale, horseradish, pecorino
main
BANNOCK BURGER
peameal, dill pickle mayo, tomato jam, taro root
or
BROWN RICE + SUNFLOWER SEED BOWL (vegetarian/local)
hen's egg, chilis, bannock, cucumber
or
SMOKED CHICKEN MAC + CHEESE (local)
toasted brioche, curds
or
MATANE SHRIMP + COD CAKE (local)
pickled cabbage slaw, green apple
desserts
WHITE CHOCOLATE CHEESECAKE (vegetarian)
lemon, crumbled oats
or
PEANUT BUTTER S'MORES
caramelized banana
or
RASPBERRY SORBET (vegetarian)
ricotta, honey","$33 Dinner","$33 DinnerPlus taxes and gratuityappetizerICEBERG + 100KM GIARDINIERA (vegan/local)
hummus, radish
or
BANNOCK CAESAR SALAD (local)
kale, pancetta, horseradish
or
CHILLED TOMATO GAZPACHO (local)
avocado, smoked chicken
main
SEARED SALMON FILLET
fennel, mill st. cider, shallot, green apple
or
ROASTED MUSHROOM BANNOCK (vegetarian/local)
ricotta, caramelized onions
or
BBQ ROAST CHICKEN BREAST (local)
field beans, greens
or
STEAK TIPS + MUSHROOM FRY-UP
lentil and barley salad, sovereign farms tomato, chimichurri
or
ROASTED GARLIC FETTUCCINE ALFREDO
peameal, pecorino
desserts
WHITE CHOCOLATE CHEESECAKE (vegetarian)
lemon, crumbled oats
or
PEANUT BUTTER S'MORES
caramelized banana
or
RASPBERRY SORBET (vegetarian)
ricotta, honey"
"1529980372-284","https://www.toronto.ca/explore-enjoy/festivals-events/summerlicious/summerlicious-restaurants-menus/?view=tabList","Katana on Bay","$28 Lunch","$28 LunchPlus taxes and gratuityappetizerSEAWEED SALAD  (vegetarian)
assortment of seaweed, pickled cucumber, daikon, frisée & goji berry with ginger, lime, soy dressing
or
KATANA HAND ROLL
tiger shrimp, mango, avocado, cucumber, lettuce, aioli, tempura bits, tobiko; wrapped with soy paper
or
SALMON CARPACCIO
in a sasho pepper, soy vinaigrette, served with a side of spring mix greens

(all lunch apps come with a miso soup)
main
CHICKEN KARAAGE
classic Japanese fried chicken in teriyaki sauce and wasabi sour cream topped with scallions
or
ASSORTED MAKIMONO
spicy salmon, jalapeno hamachi roll, spicy tuna with rock shrimp, samurai roll (vegetarian)
or
KAKEJIRU YAKI UDON  (vegetarian)
udon noodles served with shiitake & oyster mushrooms, bok choy, red pepper, broccoli & carrots in a soy-dashi broth
desserts
MOCHI ICE-CREAM TRIO
green tea, mango, & strawberry
or
CINNAMON DONUTS
filled with yuzu pastry cream
or
SAKE CHEESECAKE
traditional non-bake cheesecake with ladyfinger crumble & strawberry coulis","$43 Dinner","$43 DinnerPlus taxes and gratuityappetizerGARDEN AVOCADO SALAD  (vegetarian)
combination of spring mix, radish, avocado & shredded carrots with in-house made ginger vinaigrette
or
KATANA HAND ROLL
tiger shrimp, mango, avocado, cucumber, lettuce, aioli, tempura bits, tobiko; wrapped with soy paper
or
CEVICHE
scallop, octopus, mango, red onion, cucumber, cilantro in  a citrus vinaigrette

 (all dinner apps come with a miso soup)
main
BEEF SHORT RIB
slow cooked, oven braised ""aaa"" grade angus beef in a sweet glaze with wasabi mashed potato, pea shoots & seasonal veg
or
ASSORTED VEGGIE MAKIMONO  (vegetarian)
Brown eyed pea, samurai roll
or
ROASTED MISO-MARINATED BLACK COD
with sautéed seasonal greens
desserts
MOCHI ICE-CREAM TRIO
green tea, mango, & strawberry
or
CINNAMON DONUTS
filled with yuzu pastry cream
or
SAKE CHEESECAKE
traditional non-bake cheesecake with ladyfinger crumble & strawberry coulis"
"1529980372-326","https://www.toronto.ca/explore-enjoy/festivals-events/summerlicious/summerlicious-restaurants-menus/?view=tabList","Nord Bistro","$28 Lunch","$28 LunchPlus taxes and gratuityappetizerFresh Tomato and Tarragon Soup  (vegetarian/local)
or
Hearts of Romaine with House-Made Caesar Dressing, Crouton Chip & Pancetta Crisp
or
Grilled Calamari with Chili Maple Glaze on Shredded Daikon
main
Moules et Frites with White Wine and Fresh Herbs
or
6oz Grilled New York Striploin Steak with Frites and Dijon Aioli
or
Eggplant and Fresh Mozzarella Terrine Pomodoro with Crispy Polenta and Lemon Arugula  (vegetarian)
desserts
Salted Chocolate Torte with Liquid Chocolate and Vanilla Bean Ice Cream
or
Apple Crumble with Caramel Drizzle and Vanilla Bean Ice Cream
or
Fresh Berries and Sorbet  (vegetarian/local)","$43 Dinner","$43 DinnerPlus taxes and gratuityappetizerFresh Tomato and Tarragon Soup  (vegetarian/local)
or
Hearts of Romaine with House-Made Caesar Dressing, Crouton Chip & Pancetta Crisp
or
Grilled Calamari with Chili Maple Glaze on Shredded Daikon
or
Toasted Goat Cheese Rondel with Roasted Beet and Pear on Mixed Lettuce  (vegetarian)
main
Pan-Seared Ontario Trout with Blood Orange Beurre Blanc, Roasted Baby Potatoes, Steamed Green Beans and Heirloom Carrot  (local)
or
8oz Grilled Flat Iron Steak au jus with Frites and Dijon Aioli
or
Eggplant and Fresh Mozzarella Terrine Pomodoro with Crispy Polenta and Lemon Arugula  (vegetarian)
or
Confit of Free Range Hen au Jus with Wild Mushroom and Fresh Herb Orecchiette al olio with Charred
Ontario Asparagus  (local)
desserts
Salted Chocolate Torte with Liquid Chocolate and Vanilla Bean Ice Cream
or
Apple Crumble with Caramel Drizzle and Vanilla Bean Ice Cream
or
Fresh Berries and Sorbet  (vegetarian/local)"
"1529980372-334","https://www.toronto.ca/explore-enjoy/festivals-events/summerlicious/summerlicious-restaurants-menus/?view=tabList","Oretta","$28 Lunch","$28 LunchPlus taxes and gratuityappetizerInsalata
Kale, napa cabbage, radicchio, fennel, sugar peas, green onion, pumpkin seeds, apple cider vinegar dressing
or
Burrata
Local burrata, fresh-marinated and candied tomatoes, basil dressing, tomato chips
or
Carpaccio di Manzo
Thinly sliced beef, preserved beach mushrooms, aged balsamic vinegar, parmigiano, arugula
main
Petto di pollo
Grilled chicken breast, sauteed rapini, pomegranate gremolata
or
Riso di Ieri
Pan seared squash risotto, sauteed mushrooms, pecorino fonduta
or
Calamari alla Griglia
Grilled Humboldt squid, asparagus, 'nduja, corn, gremolata
desserts
Tiramisu
Mascarpone cream, savoiardi cookies, coffee, rum
or
Panna Cotta
Amaretto panna cotta, peach compote, candied almonds
or
Coppa alle Fragole
Vermouth macerated fresh strawberries, lemon sorbet, basil","$43 Dinner","$43 DinnerPlus taxes and gratuityappetizerBurrata
Local burrata, fresh-marinated and candied tomatoes, basil dressing, tomato chips
or
Carpaccio di Manzo
Thinly sliced beef, preserved beach mushrooms, aged balsamic vinegar, parmigiano, arugula
or
Polipo alla cacciatora
Grilled octopus, lentils, tomato, crispy cacciatore salame, salmoriglio
main
Riso di Ieri
Pan seared squash risotto, sauteed mushrooms, pecorino fonduta
or
Salmone Alla Griglia
Grilled salmon, sauteed rapini, corn, 'nduja, radish
or
Tagliata di Manzo
6oz flat iron steak, asparagus, salsa rossa, pepper gremolata
desserts
Tiramisu
Mascarpone cream, savoiardi cookies, coffee, rum
or
Panna Cotta
Amaretto panna cotta, peach compote, candied almonds
or
Coppa alle Fragole
Vermouth macerated fresh strawberries, lemon sorbet, basil"
"1529980372-335","https://www.toronto.ca/explore-enjoy/festivals-events/summerlicious/summerlicious-restaurants-menus/?view=tabList","Paese Ristorante","$28 Lunch","$28 LunchPlus taxes and gratuityappetizerReally Good Soup (vegan)
Changes daily
or
Boston, Belgian and Radicchio (vegan)
Citrus segments, toasted pumpkin seeds
or
Insalada di Mare
Shrimp, scallop, octopus, citrus
or
Tomato Caprese  (vegetarian)
Buffalo mozzarella, vine ripen tomato, basil pesto, pine nuts, olive oil
main
Veal Scaloppini
Lemon pommery sauce
or
Branzino Filets
Cherry tomato salsa
or
Vegan Bolognese (vegan)
Slow cooked chick pea and lentil Bolognese served over zucchini noodles
or
Heritage Breed Chicken
Lemon, rosemary, olive oil
or
Pizza (vegetarian)
Any pizza from the regular menu
desserts
Homemade Cookies (vegetarian)
Made daily, assorted flavours
or
Sorbetto Selection (vegan)
Daily selection, pizzele
or
Cannoli (vegetarian)
Ricotta, orange zest, chocolate chip
or
Caramelized Lemon Tart (vegetarian)
Fresh raspberries","$43 Dinner","$43 DinnerPlus taxes and gratuityappetizerReally Good Soup (vegan)
Changes daily
or
Boston, Belgian and Radicchio (vegan)
Citrus segments, toasted pumpkin seeds
or
Insalada di Mare
Shrimp, scallop, octopus,citrus
or
Frito misto  (vegetarian)
Dusted artichoke, cauliflower and zucchini with lemon aioli
or
Tomato Caprese (vegetarian)
Bufalo mozzarella, vine ripen tomato, basil pesto, pinenuts, olive oil
main
Mushroom and Spinach Garganelli
Roasted mushroom, spinach, testun di barolo, parmigiano, truffle oil
or
Veal Scaloppini
Lemon pommery sauce
or
Branzino Filets
Cherry tomato salsa
or
Vegan Bolognese
Slow cooked chick pea and lentil Bolognese served over zucchini noodles
or
Heritage Breed Chicken
Lemon, rosemary, olive oil
desserts
Caramelized Lemon Tart  (vegetarian)
Fresh raspberries
or
Apple Crostada  (vegetarian)
Vanilla gelato
or
Cannoli  (vegetarian)
Ricotta, citrus zest, chocolate chips"
"1529980372-200","https://www.toronto.ca/explore-enjoy/festivals-events/summerlicious/summerlicious-restaurants-menus/?view=tabList","7 Numbers Eglinton","null","null","$33 Dinner","$33 DinnerPlus taxes and gratuityappetizerGrilled shrimp with spicy green pea purée
Lightly grilled shrimp served with a side of green pea purée spiced with our housemade hot pepper oil
or
DOP Prosciutto and fig
Paper-thin slices of prosciutto over a bed of greens, fresh fig garnish
or
Tuscan kale with grilled salmon
Fresh Tuscan kale with red pepper, tomato, and potato topped  with a crumble of goat cheese and a drizzle of fresh basil vinaigrette
main
Linguine con rapini (local)
Long pasta with olive oil, garlic, onion, anchovy and fresh rapini
or
Lasagne  (local)
Fresh pasta sheets layered with ground veal, romano, mozzarella
and tomato sauce
or
Eggplant palmugiane
Southern-style parmigiana, lighter on the breading and cheese, lots of sauce
or
Pesce del giorno
Fresh fish of the day
or
Grilled lamb chops
Fresh Ontario lamb chops, grilled and served over sautéed onion and mushroom
desserts
Zucchini alla griglia (vegan)(local)
Grilled summer zucchini
or
Insalata (vegan)(local)
Mixed bitter greens
or
Two tomato salad (vegan)(local)
Fresh grape tomatoes with sundried tomato and hint of red wine vinegar

Flourless chocolate cake
or
Key lime pie
or
Biscotti plate"
"1529980372-266","https://www.toronto.ca/explore-enjoy/festivals-events/summerlicious/summerlicious-restaurants-menus/?view=tabList","Granite Brewery and Restaurant","$23 Lunch","$23 LunchPlus taxes and gratuityappetizerSoup of the Day
or
Watermelon and Feta Cheese Salad  (vegetarian)
or
Mixed greens with watermelon, roasted walnuts and feta cheese served with raspberry vinaigrette dressing on the side
or
Guacamole Bruschetta  (vegetarian)
main
Grilled Lemon Pepper Chicken Breast
Topped with mango and black bean salsa served with couscous salad and basmati rice
or
Beef Medallion
Bacon wrapped beef medallion topped with gravy and served with sautéed vegetables and roasted potatoes
or
Jerk Salmon Fillet
Served with spinach salad, mango salsa and Caribbean style rice and peas
or
Vegetable Tofu Stir Fry
Tofu with fresh vegetables simmered in a spicy sesame ginger soy sauce served over a bed of basmati rice with a crisp pappadam
desserts
Tiramisu  (vegetarian)
or
Carrot Cake  (vegetarian)
or
Fruit Salad  (vegetarian)","$33 Dinner","$33 DinnerPlus taxes and gratuityappetizerSoup of the Day
or
BLT Salad
Spinach salad with cheddar cheese, smoked bacon bits and cherry tomatoes with ranch dressing on the side
or
Smoked Salmon Crostini
Smoked salmon on a baguette with lemon dill cream cheese
main
Smoked Beef Ribs and Chicken Leg
Smoked beef ribs and a chicken leg brushed with the famous Stout BBQ sauce served with baked beans and sweet potato fries
or
IPA Braised Lamb Shank
Topped with an IPA pan-braised sauce and served with sautéed vegetables and garlic mashed potatoes
or
Spicy Goat Curry
Served on a bed of basmati rice with naan bread
or
Seafood Grilled Kebab Dinner
Grilled jumbo scallops, shrimp and salmon served with Greek salad, basmati rice and avocado aioli on the side
or
Spinach Fettuccini  (vegetarian)
Spinach fettuccini tossed with portobello mushroom, artichokes, roasted red peppers and basil pesto tossed in a white wine and goat cheese cream sauce topped with asiago cheese
desserts
Tiramisu  (vegetarian)
or
Carrot Caramel Cheesecake  (vegetarian)
or
Fruit Salad  (vegetarian)"
"1529980372-255","https://www.toronto.ca/explore-enjoy/festivals-events/summerlicious/summerlicious-restaurants-menus/?view=tabList","Estiatorio Volos","$28 Lunch","$28 LunchPlus taxes and gratuityappetizerChilled Cucumber Soup  (vegetarian)
Greek Yogurt, Fresh Dill
or
Smoked Salmon Taramasalata
Horseradish, Lemon
or
Spiced Watermelon Salad  (vegetarian)
Kalamata Olives, Feta Cheese
main
Pulled Lamb Shoulder
Celeriac, Butter Beans And Tomato Sauce
or
Orecchiette  (vegetarian)
Cherry Tomatoes, Greens, Roasted Peppers, Goat Cheese, Garlic
or
Marinated Seafood Salad
Octopus, Shrimp, Calamari, Lemon Vinaigrette
desserts
Baklava  (vegetarian)
or
Greek Yogurt  (vegetarian)
Fresh Berry, Honey
or
Mango Ice Cream  (vegetarian)","$43 Dinner","$43 DinnerPlus taxes and gratuityappetizerHoriatiki Salad  (vegetarian)
or
Shrimp Saganaki
Tomato, Bell Peppers, Kefalotyri, Feta, Oregano, Ouzo
or
Grilled Octopus
Walnut Eggplant Mousse, Glazed Fig & Red Wine Vinaigrette
main
Wild Pacific Salmon
Black Sesame Seed, Spanakorizo, Dill, Feta, Lemon
or
Braised Lamb Shank
Feta Mash Potato, Braised Green, Crispy Leeks
or
Fisherman's Stew
Salmon, Calamari, Mussels, Atlantic Cod, Tomato Broth, Garlic Toast
desserts
Baklava  (vegetarian)
or
Ouzo Chocolate Mousse  (vegetarian)
Semi-Sweet Chocolate Mousse, Ouzo Chantilly
or
Flourless Chocolate Cake  (vegetarian)
Orange Compote"
"1529980372-229","https://www.toronto.ca/explore-enjoy/festivals-events/summerlicious/summerlicious-restaurants-menus/?view=tabList","Brassaii Restaurant and Lounge","null","null","$43 Dinner","$43 DinnerPlus taxes and gratuityappetizerRockfish curdo
Chimichurri, celery, lemon and olive oil
or
Tomato salad
Ontario heirloom tomato, sherry vinaigrette, blue cheese and 100km micro greens
or
Albondigas
Spanish meatballs, garlic, onions, paprika and tomatoes
main
Steak and seasonal vegetables
Flat iron steak, fingerling potatoes and Ontario vegetable fricassee
or
Trout Provencal
Locally raised trout, zucchini, olives, tomatoes and capers
or
Mushroom paella
Bomba rice, local mushroom and rapini
desserts
Panna cotta
Pineapple salsa, pastis macaron and white chocolate
or
Lemon tart
Strawberries, lemon curd and almonds
or
Beignet
Rhubarb compote"
"1529980372-231","https://www.toronto.ca/explore-enjoy/festivals-events/summerlicious/summerlicious-restaurants-menus/?view=tabList","Brownstone Bistro","$23 Lunch","$23 LunchPlus taxes and gratuityappetizerSOUP DU JOUR
or
HOUSE SALAD
Mix organic with red onion, cherry tomato, cucumber & house dressing
or
GOAT CHEESE BRUSCHETTA
Fresh diced tomatoes marinated in extra virgin olive oil & nut free basil pesto, served on roasted garlic crostini
main
FISH AND CHIPS
Crispy breaded Basa with sweet potato fries, and tartar sauce
or
STEAK & FRITES
7OZ New York striploin with hand cut Yukon gold fries, chipotle mayo
or
CHICKEN
Grilled chicken breast served with roasted potato, sautéed vegetable & dice tomato onion salsa
or
HOMEMADE RAVIOLI
In a light rosé sauce topped with lemon-dressed arugula
desserts
CANNOLI
or
CHOCOLATE MOUSSE
or
VANILLA ICE CREAM","$33 Dinner","$33 DinnerPlus taxes and gratuityappetizerSOUP OF THE DAY
or
CAPRESE SALAD
Vinerpe tomatoes and Fior di Latte cheese in a nut free pesto
or
HOUSE SALAD
Mixed greens with cherry tomato, cucumbers, red onion & house dressing
or
SPINACH SALAD
Baby spinach leave, market fresh fruits, toasted walnuts with raspberry vinaigrette dressing & gorgonzola cheese
main
CHICKEN MARSALA
With wild mushroom Marsala demi-glace sautéed vegetable & roasted potato
or
SALMON
With pizzaiola sauce, roasted pepper onion, Kalamata olive capers & white wine, light tomato sauce, served with jasmin rice & sautéed vegetable
or
STEAK & FRITES
7 oz New York strip loin with Yukon fries served with chipotle mayo
or
PASTA
Potato gnocchi with tomato basil sauce
or
RAVIOLI
Homemade butternut squash ravioli with rose sauce & shaved parm
desserts
CREAM BRULEE
or
NANAIMO BAR & ICE CREAM
or
CHEESE CAKE"
"1529980372-394","https://www.toronto.ca/explore-enjoy/festivals-events/summerlicious/summerlicious-restaurants-menus/?view=tabList","Vos Restaurante Argentino","null","null","$33 Dinner","$33 DinnerPlus taxes and gratuityappetizerEnsalada de Remolacha, Palta,  Huevo Duro (vegetarian)
Beet Salad, Avocado, Organic Boiled Egg, Vinaigrette
or
Ensalada Rusa (vegetarian)
Potato Salad, Carrots, Sweet Peas, Garlic Aioli
or
Calamares a la Parrilla
Lightly Breaded Grilled Calamari, Tomato Concassé
or
Empanada
Asado de Tira, Chorizo Ahumado
Short Rib, Spanish Chorizo, Mozzarella
main
Entraña, Puré de Papa, Buñuelos de Acelga
Veal Skirt, Mashed Potato, Swiss Chard Fritters
or
Sorrentinos de Calabaza en Pesto a la Bronte (vegetarian)
Pumpkin Stuffed Pasta, Pistachio Pesto, Arugula, Cherry Tomatoes
or
Milanesa de Pollo, Batatas Gajos , Ensalada de Verdes
Chicken Cutlet, Sweet Potato, Mixed Greens
or
Orata, Ensalada de Quínoa, Salsa Pebre
Orata, Quinoa Salad, Argentinian Pepper Salsa
desserts
Panqueque de Dulce de Leche, Bananas Caramelizada
Crepes, Dulce de Leche, Caramelized Bananas
or
Budín de Chocolate, Helado, Crema de Coco
Chocolate Bread Pudding, Ice Cream, Coconut Foam
or
Mousse de Mate, Syrup de Naranja, Galletitas de Maicena
Mousse Infused with Mate Tea, Orange Syrup, Cookie Crumble"
"1529980372-372","https://www.toronto.ca/explore-enjoy/festivals-events/summerlicious/summerlicious-restaurants-menus/?view=tabList","The Monkey Bar","null","null","$43 Dinner","$43 DinnerPlus taxes and gratuityappetizerdaily soup
or
roasted sweet peppers, goat cheese, arugula pesto
or
mixed baby greens,  sun-dried cranberries, honey red wine dressing
or
grilled calamari, cabbage salad, chipotle lime dressing
or
romaine, bacon, new potatoes, creamy garlic dressing, parmesan
main
panko-crusted veal schnitzel
tomato red onion relish, vegetables, sweet potato fries
or
big salad
lentils, spinach, avocado, tomato, cucumber, almonds, balsamic dressing
or
grilled smoked rainbow trout
pineapple relish, vegetables, sweet potato mash
or
roasted rack of lamb
herb jus, vegetables, garlic mashed potatoes
or
penne
grilled tiger shrimp, roasted onion, roasted garlic, spinach, olive oil, goat cheese
desserts
chocolate cookie strawberry ice cream sandwich
or
lemon cake
lemon curd, whipped cream, strawberries
or
ice cream or sorbet of the day and cookie
or
chocolate mousse
whipped cream, pecan brittle crumble
or
banana split
vanilla ice cream, chocolate sauce, whipped cream, banana, cherry"
"1529980372-336","https://www.toronto.ca/explore-enjoy/festivals-events/summerlicious/summerlicious-restaurants-menus/?view=tabList","Pan on the Danforth","$23 Lunch","$23 LunchPlus taxes and gratuityappetizerGoat Cheese and Beet Salad  (vegetarian)
Baby greens, goat cheese, red beets with walnuts & honey balsamic vinaigrette
or
Kolokithokeftedes  (vegetarian/local)
Zucchini croquettes with feta, kefalograviera cheese & fresh herbs
or
Trilogy of Spreads
Taramosalata, Hummus, Tirokafteri, served with pita bread
or
Spanakopita  (vegetarian/local)
Freshly made filo pastry layered with spinach & feta cheese
or
Spetsofai
A rustic Greek dish of sautéed sausages, sweet peppers & onions in rich tomato sauce
or
Feta Dressed with Phyllo  (vegetarian/local)
Imported feta cheese wrapped in phyllo, drizzled with honey & sprinkled with sesame seeds
main
Pastitsio (local)
Greek baked pasta layered with aromatic meat sauce topped with béchamel, served with mixed greens
or
Moussaka  (vegetarian/local)
Casserole of zucchini, eggplant, spinach, sweet peppers & potatoes, topped with béchamel & tomato sauce, served with mixed greens
or
Chicken or Pork Souvlaki served with potatoes, rice, mixed greens & tzatziki
or
Tilapia Fillet
Pan seared in white wine & lemon dill cream sauce, served with garlic mash & seasonal vegetables
or
Yemista (local)
Baked tomatoes & sweet peppers stuffed with minced beef, fresh herbs & rice, served with oven baked potatoes
or
Bifteki Olympus  (local)
Ground beef, fresh herbs & spices, oven baked, served with fries & mixed greens in olive oil lemon dressing
desserts
Baklava  (vegetarian/local)
Filo pastry filled with chopped nuts & honey
or
Ravani  (vegetarian/local)
A traditional Greek cake with honey syrup & sprinkled almonds
or
Karidopita
Walnut cake, honey gelato fig","$33 Dinner","$33 DinnerPlus taxes and gratuityappetizerGarides Saganaki
Sautéed shrimp in garlic butter, fresh herbs, tomato sauce, onions & melted feta cheese
or
Feta Dressed with Phyllo  (vegetarian/local)
Imported feta cheese wrapped in phyllo, drizzled with honey & sprinkled with sesame seeds
or
Kolokithokeftedes  (vegetarian/local)
Zucchini croquettes with feta, kefalograviera cheese & fresh herbs
or
Goat Cheese and Beet Salad (vegetarian)
Baby greens, goat cheese, red beets with walnuts & honey balsamic vinaigrette
or
Dolmades  (local)
Stuffed grape vine leaves with chopped beef & scented rice
or
Spanakopita  (vegetarian/local)
Freshly made filo pastry layered with spinach & feta cheese
or
Spetsofai
A rustic Greek dish of sautéed sausages, sweet peppers & onions in rich tomato sauce
main
Kota kai Aginares (Artichokes with Chicken)
Artichokes, onions, sweet peppers, mushrooms & cream cheese slowly cooked, topped with melted feta cheese, served with baby greens
or
Grilled Grouper Steak
Wine, lemon pepper & garlic butter dill sauce, served with garlic mash & briam
or
Moussaka (vegetarian)
Casserole of zucchini, eggplant, spinach, sweet peppers & potatoes, topped with béchamel & tomato sauce, served with mixed greens
or
Arni Fournou
Braised lamb shank with herbs & vegetables served with orzo pasta in tomato broth
or
Bifteki Olympus
Ground beef, fresh herbs & spices, oven baked, served with fries & mixed greens in olive oil lemon dressing
or
Chicken or Pork Souvlaki served with potatoes, rice, mixed greens & tzatziki
or
Angus Grass-fed New York Striploin served with garlic mash & seasonal vegetables
desserts
Greek Ekmek Kataifi  (local)
Custard & whipped cream pastry with syrup
or
Baklava  (vegetarian/local)
Filo pastry filled with chopped nuts & honey
or
Ravani  (vegetarian/local)
A traditional Greek cake with honey syrup & sprinkled almonds
or
Karidopita  (local)
Walnut cake, honey gelato fig"
